vx,vy,vz,xpos0,ypos0,photons0,xpos1,ypos1,photons1
-7.861,0,-5.81162,-25,0,203,25,0,137
-16.0659,0,-9.04631,-25,0,56,25,0,25
-0.154395,0,-1.88837,-99.9,-99.9,-1,-99.9,-99.9,-1
13.4723,0,1.74394,-25,0,20,25,0,33
-17.2068,0,-4.95137,-25,0,408,25,0,160
12.26,0,-9.73822,-25,0,384,25,0,696
-5.27857,0,4.99922,-99.9,-99.9,-1,-99.9,-99.9,-1
3.57655,0,-8.69445,-25,0,104,25,0,143
-19.1792,0,-7.94358,-25,0,591,25,0,266
-16.7022,0,-8.1778,-25,0,1,-99.9,-99.9,-1
-7.65967,0,1.01843,-25,0,429,25,0,418
12.1475,0,-1.8217,-99.9,-99.9,-1,-99.9,-99.9,-1
5.47307,0,1.14321,-25,0,170,25,0,158
-2.30892,0,-3.01018,-25,0,67,25,0,77
-18.398,0,-8.77949,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.90594,0,0.0898385,-25,0,418,25,0,292
21.4251,0,1.59995,-25,0,459,25,0,1545
-8.12912,0,-6.54695,-25,0,36,25,0,30
21.3461,0,-5.31535,-25,0,159,25,0,675
15.0914,0,1.47365,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.6848,0,-5.30899,-25,0,849,25,0,423
8.78601,0,-4.08516,-25,0,32,25,0,84
16.1856,0,-7.00693,-25,0,549,25,0,1403
7.54485,0,7.39272,-25,0,204,25,0,261
-9.31233,0,7.19295,-25,0,1,-99.9,-99.9,-1
15.9916,0,-3.87981,-25,0,30,25,0,82
-21.464,0,-3.05113,-25,0,582,25,0,111
18.8079,0,6.30726,-25,0,38,25,0,142
-14.6036,0,2.61248,-25,0,62,25,0,39
10.6266,0,2.94965,-99.9,-99.9,-1,25,0,1
9.6566,0,0.408875,-25,0,146,25,0,230
11.3458,0,7.55449,-25,0,28,25,0,40
20.4763,0,-2.25023,-25,0,8,25,0,19
-13.5487,0,8.99347,-25,0,97,25,0,45
17.8809,0,0.249082,-25,0,1,-99.9,-99.9,-1
16.2142,0,-3.3,-25,0,128,25,0,349
-19.9354,0,3.09939,-25,0,1548,25,0,520
-7.37569,0,0.882409,-25,0,325,25,0,193
19.1603,0,9.40592,-25,0,55,25,0,146
17.704,0,-3.15778,-25,0,240,25,0,683
19.1071,0,3.93796,-25,0,561,25,0,1106
19.7773,0,2.43804,-25,0,1,25,0,1
-15.8083,0,5.30638,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.5187,0,-4.08469,-25,0,236,25,0,77
-1.28323,0,-5.29498,-25,0,150,25,0,151
14.711,0,3.24174,-25,0,14,25,0,25
16.3081,0,-8.25318,-99.9,-99.9,-1,-99.9,-99.9,-1
4.32849,0,-8.43349,-99.9,-99.9,-1,25,0,1
2.84166,0,-6.39435,-25,0,272,25,0,371
20.5651,0,-9.59024,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.9466,0,3.35036,-25,0,591,25,0,68
10.3975,0,-4.01362,-25,0,289,25,0,465
-3.33215,0,-8.10898,-25,0,24,25,0,13
-18.6842,0,2.10311,-25,0,3,-99.9,-99.9,-1
20.81,0,6.51967,-25,0,84,25,0,753
-7.23818,0,-5.23948,-25,0,1,-99.9,-99.9,-1
-17.1878,0,-6.68092,-25,0,254,25,0,98
-20.8327,0,-0.183897,-25,0,277,25,0,71
-0.296142,0,1.88802,-25,0,374,25,0,383
-17.1421,0,-9.95997,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.213,0,-2.61154,-25,0,112,25,0,62
-17.8084,0,-0.858494,-25,0,372,25,0,148
-4.11005,0,-9.95331,-25,0,1,25,0,2
-3.83969,0,7.48805,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.8727,0,3.28059,-25,0,406,25,0,88
-19.4897,0,8.54408,-25,0,1,-99.9,-99.9,-1
10.7598,0,6.69556,-25,0,508,25,0,737
-14.1057,0,6.10821,-25,0,124,25,0,53
-3.62414,0,5.44733,-25,0,1,-99.9,-99.9,-1
-4.84852,0,7.96007,-25,0,211,25,0,150
-6.00393,0,-3.3399,-25,0,66,25,0,49
-11.7707,0,-9.17035,-25,0,804,25,0,360
-0.657577,0,-2.44383,-25,0,409,25,0,423
-0.299225,0,-3.60069,-25,0,476,25,0,390
11.9598,0,-4.2969,-99.9,-99.9,-1,25,0,1
-10.199,0,6.44013,-25,0,367,25,0,239
-18.1941,0,-5.68455,-25,0,4,25,0,1
-20.5821,0,9.01766,-25,0,61,25,0,17
-13.3714,0,6.89203,-25,0,2,-99.9,-99.9,-1
-18.6476,0,5.63152,-25,0,3,25,0,1
14.4919,0,-3.79589,-25,0,2,25,0,1
-21.1792,0,-8.2157,-25,0,2,25,0,2
-12.2096,0,-6.53409,-25,0,214,25,0,119
-7.36376,0,8.71346,-25,0,191,25,0,124
-11.6524,0,-4.12597,-25,0,15,25,0,10
20.1983,0,0.80117,-25,0,374,25,0,982
-17.9025,0,9.78247,-25,0,13,25,0,6
-21.2048,0,-9.55696,-25,0,720,25,0,263
-10.6737,0,-5.98946,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.95736,0,6.15818,-25,0,37,25,0,36
18.99,0,4.7202,-25,0,11,25,0,48
-7.71501,0,-6.18393,-25,0,328,25,0,219
-4.6868,0,-7.27558,-25,0,1090,25,0,839
-0.38956,0,4.7677,-99.9,-99.9,-1,25,0,1
12.8893,0,-0.0854044,-25,0,148,25,0,300
21.5376,0,3.73723,-25,0,12,25,0,60
20.0273,0,0.574772,-99.9,-99.9,-1,25,0,1
-15.3629,0,6.48741,-25,0,364,25,0,162
1.16935,0,-5.96149,-25,0,112,25,0,121
14.9436,0,-4.74558,-25,0,1,25,0,4
4.67267,0,-1.86657,-25,0,29,25,0,52
15.6998,0,9.3425,-25,0,2,-99.9,-99.9,-1
14.3372,0,8.82162,-25,0,1,25,0,1
10.2005,0,-9.21924,-25,0,9,25,0,14
-10.0118,0,-6.95398,-25,0,14,25,0,21
21.5979,0,9.32303,-25,0,105,25,0,727
-10.7449,0,-2.17953,-25,0,26,25,0,18
10.8378,0,-5.20433,-25,0,32,25,0,78
19.917,0,-5.68726,-25,0,153,25,0,476
-15.2073,0,-1.46087,-99.9,-99.9,-1,-99.9,-99.9,-1
8.01515,0,3.10569,-25,0,345,25,0,481
-17.1848,0,8.56156,-25,0,44,25,0,25
-15.5853,0,-7.09805,-99.9,-99.9,-1,25,0,1
-2.20813,0,2.08253,-25,0,156,25,0,133
18.0471,0,-7.20664,-25,0,19,25,0,65
8.70129,0,-4.34166,-99.9,-99.9,-1,-99.9,-99.9,-1
11.736,0,-1.76382,-25,0,161,25,0,253
15.6226,0,-3.16252,-99.9,-99.9,-1,-99.9,-99.9,-1
7.98704,0,0.651244,-25,0,113,25,0,173
0.09064,0,-8.23058,-25,0,1323,25,0,1063
17.3246,0,-3.79544,-25,0,27,25,0,72
-11.7926,0,5.37169,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.92531,0,8.94098,-99.9,-99.9,-1,25,0,1
11.9304,0,-5.11109,-99.9,-99.9,-1,-99.9,-99.9,-1
20.457,0,-1.3247,-25,0,625,25,0,2410
-5.41765,0,5.79329,-99.9,-99.9,-1,-99.9,-99.9,-1
1.4341,0,6.5334,-25,0,59,25,0,70
-11.3618,0,1.90415,-25,0,109,25,0,74
-11.6285,0,-6.77917,-25,0,244,25,0,131
19.6392,0,2.78172,-25,0,69,25,0,243
-14.6973,0,-2.27362,-25,0,413,25,0,202
21.7906,0,3.24671,-99.9,-99.9,-1,25,0,2
-8.79734,0,-4.09434,-25,0,516,25,0,305
-7.59838,0,2.45778,-25,0,251,25,0,152
4.0492,0,-8.39666,-25,0,753,25,0,772
-19.6136,0,-7.04897,-25,0,1,-99.9,-99.9,-1
1.14289,0,-9.22159,-25,0,19,25,0,21
1.35795,0,-6.40904,-25,0,2,-99.9,-99.9,-1
-21.1007,0,-3.859,-99.9,-99.9,-1,-99.9,-99.9,-1
19.8928,0,-4.13535,-25,0,1,25,0,2
-17.8938,0,-9.57647,-25,0,629,25,0,235
16.4423,0,-2.62295,-25,0,67,25,0,175
8.31093,0,-4.78503,-25,0,9,25,0,14
5.01187,0,5.08821,-25,0,58,25,0,92
5.63414,0,0.40868,-25,0,422,25,0,540
20.2985,0,3.25292,-25,0,7,25,0,30
-21.7501,0,-9.31222,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.93762,0,-0.608976,-25,0,559,25,0,352
0.970973,0,4.17952,-25,0,1,-99.9,-99.9,-1
5.464,0,4.52971,-99.9,-99.9,-1,-99.9,-99.9,-1
9.69957,0,2.45521,-25,0,92,25,0,225
12.1246,0,-7.39008,-99.9,-99.9,-1,25,0,1
13.2763,0,-4.33128,-25,0,188,25,0,339
18.4317,0,9.76989,-25,0,56,25,0,120
-18.9905,0,1.40957,-25,0,204,25,0,81
-15.9566,0,-5.38525,-25,0,38,25,0,12
3.03354,0,6.69043,-99.9,-99.9,-1,-99.9,-99.9,-1
9.4902,0,9.60188,-25,0,9,25,0,13
13.5573,0,-8.37445,-25,0,346,25,0,545
-3.2882,0,-5.17198,-25,0,1497,25,0,1443
-11.0113,0,8.11641,-25,0,10,25,0,10
-9.98249,0,-7.33556,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.96108,0,-9.38766,-25,0,1,25,0,1
-16.0891,0,5.75371,-25,0,130,25,0,54
0.0512193,0,2.00508,-25,0,247,25,0,201
21.1862,0,-6.68828,-25,0,446,25,0,1357
-2.57888,0,-4.75025,-25,0,1,-99.9,-99.9,-1
-16.9501,0,-6.29581,-25,0,1,-99.9,-99.9,-1
-9.76929,0,-4.42676,-25,0,106,25,0,60
-8.35554,0,-8.16229,-25,0,577,25,0,439
19.658,0,8.59468,-25,0,64,25,0,238
10.8257,0,-7.71186,-25,0,18,25,0,43
19.9583,0,8.38346,-25,0,184,25,0,665
-15.4142,0,2.19309,-25,0,582,25,0,270
-15.9546,0,-2.49584,-25,0,94,25,0,37
-12.5868,0,3.08902,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.178,0,8.36668,-25,0,3361,25,0,826
12.5418,0,-0.0124726,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.1234,0,-6.73233,-25,0,2801,25,0,959
-15.0743,0,5.34027,-25,0,230,25,0,141
-15.7851,0,-0.476018,-25,0,1816,25,0,653
0.292727,0,4.32387,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.136165,0,1.60019,-99.9,-99.9,-1,-99.9,-99.9,-1
5.35089,0,-6.79385,-99.9,-99.9,-1,-99.9,-99.9,-1
14.1575,0,-3.33758,-25,0,556,25,0,1285
16.918,0,-2.76036,-25,0,171,25,0,489
7.123,0,-9.09471,-25,0,859,25,0,1323
-9.63562,0,-9.92672,-25,0,38,25,0,23
16.1683,0,-5.21391,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.5143,0,0.89603,-99.9,-99.9,-1,-99.9,-99.9,-1
5.55293,0,-3.21857,-25,0,1,25,0,7
-20.6638,0,-0.598451,-25,0,1747,25,0,199
15.1626,0,-8.40166,-25,0,153,25,0,373
-16.7809,0,4.4478,-25,0,717,25,0,513
-19.8458,0,4.84835,-25,0,100,25,0,25
-17.0659,0,-4.67649,-25,0,4,25,0,1
3.51767,0,-4.6415,-25,0,11,25,0,7
-11.6465,0,7.76946,-99.9,-99.9,-1,25,0,1
-3.3588,0,7.87353,-99.9,-99.9,-1,-99.9,-99.9,-1
6.57149,0,-5.53146,-99.9,-99.9,-1,-99.9,-99.9,-1
10.2034,0,-7.7371,-25,0,22,25,0,25
4.59877,0,-9.78226,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.3453,0,-1.30269,-99.9,-99.9,-1,25,0,2
-21.0762,0,-8.49786,-25,0,850,25,0,333
0.15063,0,-4.24718,-99.9,-99.9,-1,25,0,1
-20.1137,0,-0.744905,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.7593,0,-8.76523,-25,0,2,25,0,1
-9.12302,0,-7.15988,-25,0,58,25,0,36
-14.5916,0,-9.93066,-25,0,1,-99.9,-99.9,-1
10.8458,0,-1.36808,-25,0,785,25,0,1509
0.650697,0,-1.37273,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.5835,0,-5.55054,-25,0,413,25,0,129
-21.6598,0,3.4686,-25,0,967,25,0,120
2.09604,0,3.87313,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.6496,0,4.4212,-25,0,4,25,0,1
-3.15418,0,-7.46583,-25,0,10,25,0,5
-21.1514,0,-6.2783,-25,0,1866,25,0,545
20.1756,0,-5.53867,-25,0,16,25,0,57
-19.1728,0,9.69984,-25,0,598,25,0,200
14.4162,0,9.6907,-25,0,434,25,0,696
-7.73083,0,1.54409,-25,0,23,25,0,9
-16.1548,0,5.13388,-25,0,162,25,0,72
-13.8201,0,-6.71274,-25,0,345,25,0,156
-11.2601,0,-0.388724,-25,0,37,25,0,34
13.0764,0,-1.24266,-25,0,469,25,0,663
-8.64069,0,9.60843,-25,0,49,25,0,36
-16.9765,0,-6.12223,-99.9,-99.9,-1,25,0,1
7.42216,0,9.91184,-25,0,32,25,0,41
-8.38739,0,6.80668,-25,0,951,25,0,662
10.8054,0,2.688,-25,0,366,25,0,624
-18.3922,0,4.79451,-25,0,118,25,0,45
-15.5931,0,6.36826,-25,0,26,25,0,16
6.76214,0,1.68378,-25,0,106,25,0,158
-16.4769,0,0.384784,-99.9,-99.9,-1,-99.9,-99.9,-1
7.62497,0,-8.70507,-25,0,847,25,0,1076
-20.4297,0,-1.71677,-25,0,231,25,0,38
9.56078,0,6.98304,-25,0,1,-99.9,-99.9,-1
19.9822,0,8.42895,-25,0,147,25,0,522
5.82296,0,9.81723,-99.9,-99.9,-1,25,0,1
-17.4013,0,-7.82992,-25,0,99,25,0,44
21.8124,0,-5.37084,-25,0,158,25,0,837
9.8571,0,4.21707,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.5943,0,6.04167,-25,0,97,25,0,22
19.577,0,-2.64457,-99.9,-99.9,-1,25,0,3
3.83016,0,-9.40587,-25,0,297,25,0,381
-1.91173,0,-7.20606,-25,0,350,25,0,434
16.1725,0,-3.31337,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.2321,0,0.358882,-25,0,1,-99.9,-99.9,-1
16.6596,0,7.3402,-25,0,42,25,0,83
-5.20609,0,6.97207,-99.9,-99.9,-1,-99.9,-99.9,-1
13.5202,0,1.03316,-25,0,292,25,0,474
-2.89108,0,-6.44806,-25,0,2,-99.9,-99.9,-1
-1.4827,0,7.32165,-25,0,9,25,0,12
4.5531,0,0.69312,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.2436,0,6.36146,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.759669,0,-1.77968,-25,0,1,25,0,2
-8.98814,0,2.2634,-25,0,151,25,0,133
2.93448,0,1.32882,-25,0,1,25,0,1
-19.3516,0,5.30288,-99.9,-99.9,-1,25,0,1
-8.04883,0,6.79821,-99.9,-99.9,-1,25,0,1
-7.36992,0,-9.83448,-25,0,210,25,0,137
3.11796,0,6.6407,-99.9,-99.9,-1,-99.9,-99.9,-1
17.5673,0,0.881964,-25,0,1,25,0,1
14.384,0,5.31499,-25,0,157,25,0,302
2.36548,0,-6.11689,-25,0,265,25,0,336
2.09879,0,9.71473,-25,0,86,25,0,95
-11.6839,0,4.83093,-25,0,26,25,0,24
-8.02261,0,-4.31246,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.705881,0,-2.51879,-25,0,461,25,0,401
-7.51382,0,-6.24286,-25,0,750,25,0,508
2.60955,0,6.75595,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.5933,0,-0.918184,-25,0,541,25,0,344
-4.06908,0,-4.90805,-25,0,1027,25,0,941
15.0659,0,9.47828,-99.9,-99.9,-1,25,0,1
17.6416,0,1.57072,-25,0,143,25,0,360
7.00911,0,7.14595,-99.9,-99.9,-1,-99.9,-99.9,-1
18.1836,0,7.18693,-25,0,44,25,0,106
10.7821,0,-0.774081,-99.9,-99.9,-1,25,0,1
2.16883,0,6.97852,-99.9,-99.9,-1,-99.9,-99.9,-1
4.91177,0,5.92701,-25,0,1,-99.9,-99.9,-1
-3.23195,0,4.41399,-25,0,388,25,0,383
-19.7241,0,-8.71044,-25,0,1793,25,0,715
-14.7937,0,-5.43269,-25,0,458,25,0,214
-1.03079,0,1.66571,-25,0,716,25,0,725
-6.83751,0,6.28833,-99.9,-99.9,-1,-99.9,-99.9,-1
3.4412,0,-6.59824,-99.9,-99.9,-1,25,0,1
-13.3743,0,9.96879,-25,0,1,25,0,1
-20.0506,0,1.49095,-25,0,333,25,0,91
11.8533,0,-0.780029,-25,0,153,25,0,280
-3.86022,0,-9.25376,-25,0,178,25,0,129
1.81052,0,7.12588,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.4087,0,-8.60025,-99.9,-99.9,-1,25,0,1
-12.3159,0,1.322,-25,0,131,25,0,84
-3.47312,0,-4.83397,-25,0,38,25,0,32
4.79238,0,-1.05945,-99.9,-99.9,-1,-99.9,-99.9,-1
4.10346,0,-4.63475,-25,0,364,25,0,551
11.6374,0,5.617,-99.9,-99.9,-1,25,0,1
17.9922,0,1.34286,-25,0,34,25,0,102
0.307168,0,-4.32391,-99.9,-99.9,-1,25,0,1
1.42312,0,0.0024126,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.90849,0,5.88123,-25,0,98,25,0,69
16.481,0,-3.27928,-25,0,466,25,0,1185
-9.08818,0,8.12916,-25,0,14,25,0,36
-13.0592,0,1.58145,-25,0,1022,25,0,602
-2.20863,0,0.336179,-25,0,62,25,0,61
0.387938,0,-0.253242,-25,0,96,25,0,89
-2.03619,0,3.91893,-99.9,-99.9,-1,-99.9,-99.9,-1
20.4928,0,0.931548,-99.9,-99.9,-1,-99.9,-99.9,-1
14.5603,0,-8.4229,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.38635,0,-8.16417,-25,0,39,25,0,25
-12.7211,0,-8.16825,-25,0,326,25,0,148
-12.1776,0,4.06271,-25,0,29,25,0,17
11.6286,0,1.23038,-99.9,-99.9,-1,-99.9,-99.9,-1
2.95075,0,-6.69355,-25,0,375,25,0,512
-16.2273,0,0.690347,-25,0,2,-99.9,-99.9,-1
-8.45145,0,-1.33433,-99.9,-99.9,-1,-99.9,-99.9,-1
13.2275,0,2.55987,-25,0,31,25,0,53
20.2282,0,2.17057,-25,0,157,25,0,611
1.69542,0,-6.47537,-25,0,34,25,0,53
19.4256,0,8.01238,-25,0,68,25,0,195
-4.57205,0,-7.74064,-99.9,-99.9,-1,-99.9,-99.9,-1
5.23646,0,9.26402,-25,0,4,25,0,12
-9.61745,0,-2.4232,-25,0,305,25,0,170
-21.2286,0,-6.53083,-25,0,74,25,0,19
3.85475,0,-3.55283,-25,0,550,25,0,673
11.4494,0,-1.42693,-99.9,-99.9,-1,-99.9,-99.9,-1
2.72642,0,6.87905,-25,0,95,25,0,118
-9.53527,0,3.26744,-25,0,465,25,0,350
-12.1934,0,-2.91473,-25,0,350,25,0,212
-17.3219,0,-8.36101,-99.9,-99.9,-1,-99.9,-99.9,-1
18.4936,0,-3.11065,-25,0,1,25,0,2
16.874,0,6.1423,-99.9,-99.9,-1,-99.9,-99.9,-1
14.9269,0,1.7262,-99.9,-99.9,-1,25,0,1
11.6918,0,-0.486748,-25,0,120,25,0,230
-7.2459,0,3.44588,-99.9,-99.9,-1,-99.9,-99.9,-1
18.8309,0,-8.66046,-99.9,-99.9,-1,-99.9,-99.9,-1
3.11573,0,3.64102,-25,0,3,25,0,3
20.8756,0,6.50919,-25,0,1,25,0,19
1.1368,0,-9.86241,-25,0,1,25,0,3
17.1944,0,-6.28949,-99.9,-99.9,-1,25,0,1
6.95546,0,5.73926,-25,0,1,25,0,3
-5.56539,0,8.60554,-25,0,285,25,0,263
3.74385,0,-8.05038,-25,0,1200,25,0,967
-5.83679,0,4.4376,-99.9,-99.9,-1,-99.9,-99.9,-1
9.88109,0,1.79553,-25,0,1,25,0,5
6.34072,0,-1.66762,-25,0,481,25,0,678
-3.3937,0,1.00782,-25,0,689,25,0,675
-11.2078,0,-0.823993,-25,0,1159,25,0,727
-10.5652,0,1.85674,-25,0,816,25,0,247
9.15414,0,-6.95552,-25,0,29,25,0,43
-21.2394,0,0.674532,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.30563,0,-5.56132,-25,0,28,25,0,23
-15.2544,0,1.72248,-25,0,5,25,0,1
-6.10683,0,-1.36629,-25,0,619,25,0,580
20.2289,0,-4.5318,-25,0,583,25,0,1802
-13.1523,0,-5.26375,-25,0,3,-99.9,-99.9,-1
-2.19689,0,0.677678,-25,0,289,25,0,238
14.2886,0,8.4761,-25,0,405,25,0,840
11.5701,0,-5.65445,-25,0,355,25,0,589
15.836,0,-7.38181,-25,0,272,25,0,749
19.3682,0,4.08278,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.9965,0,3.38836,-25,0,262,25,0,84
6.38487,0,4.21666,-25,0,55,25,0,56
5.7241,0,2.05053,-25,0,200,25,0,225
4.69492,0,8.48743,-25,0,209,25,0,228
21.2262,0,6.77833,-25,0,28,25,0,133
-16.8961,0,-2.60322,-25,0,624,25,0,219
1.82406,0,7.35887,-25,0,2,25,0,1
-12.9221,0,2.3836,-25,0,1,25,0,1
-18.6954,0,4.02129,-25,0,1915,25,0,662
12.33,0,6.11344,-25,0,278,25,0,383
-4.65444,0,2.58666,-25,0,2,-99.9,-99.9,-1
-1.12673,0,-9.64086,-99.9,-99.9,-1,-99.9,-99.9,-1
14.4684,0,-4.79303,-25,0,293,25,0,496
-9.31473,0,2.15901,-25,0,205,25,0,134
19.7416,0,-4.43356,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.6043,0,3.03419,-25,0,188,25,0,159
12.8624,0,-3.12944,-25,0,44,25,0,86
-12.0912,0,-8.16441,-25,0,370,25,0,237
3.17171,0,4.94144,-25,0,59,25,0,73
-1.15642,0,-2.08179,-99.9,-99.9,-1,25,0,2
-6.4966,0,-0.34525,-25,0,37,25,0,36
20.0314,0,-8.78327,-25,0,95,25,0,260
-10.538,0,-6.43671,-99.9,-99.9,-1,25,0,1
-7.16792,0,-5.78128,-25,0,339,25,0,294
-20.8452,0,3.56961,-99.9,-99.9,-1,-99.9,-99.9,-1
18.8117,0,-8.62307,-99.9,-99.9,-1,-99.9,-99.9,-1
0.966534,0,7.58405,-25,0,62,25,0,67
6.67509,0,-4.54126,-25,0,1,25,0,1
11.9167,0,8.19344,-25,0,55,25,0,102
-6.28213,0,-6.34333,-25,0,45,25,0,19
-0.22497,0,-8.3634,-25,0,117,25,0,112
-19.5241,0,8.69573,-99.9,-99.9,-1,-99.9,-99.9,-1
17.7598,0,-9.51151,-99.9,-99.9,-1,-99.9,-99.9,-1
2.19553,0,6.59851,-99.9,-99.9,-1,25,0,1
-1.79384,0,9.88823,-25,0,7,25,0,4
-2.21515,0,1.96716,-25,0,1,-99.9,-99.9,-1
-17.3498,0,1.52879,-25,0,229,25,0,93
12.2724,0,2.86433,-25,0,109,25,0,226
-7.43385,0,2.76045,-99.9,-99.9,-1,-99.9,-99.9,-1
9.71651,0,-7.27253,-25,0,1,25,0,1
-4.76694,0,-0.868149,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.0848,0,-9.82779,-25,0,501,25,0,365
6.34958,0,6.30965,-25,0,4,25,0,6
20.126,0,3.67631,-25,0,125,25,0,463
-8.76318,0,5.13595,-25,0,246,25,0,153
-16.9113,0,7.28506,-25,0,1,25,0,1
-0.871594,0,7.85836,-25,0,18,25,0,20
0.810723,0,-2.5658,-25,0,95,25,0,95
-3.40763,0,-2.89352,-25,0,1,25,0,1
6.7027,0,-6.64649,-25,0,405,25,0,396
18.1205,0,-2.0525,-25,0,1,25,0,1
15.6241,0,5.56497,-25,0,206,25,0,354
17.1021,0,-3.90804,-25,0,48,25,0,106
-5.44356,0,-2.14738,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.1051,0,-7.13496,-99.9,-99.9,-1,25,0,1
9.66366,0,-4.15374,-25,0,61,25,0,113
-10.1011,0,1.51261,-25,0,974,25,0,676
10.3639,0,3.56848,-25,0,2,-99.9,-99.9,-1
-0.00195572,0,1.48063,-25,0,128,25,0,132
9.35248,0,-2.03247,-25,0,226,25,0,276
10.1717,0,-6.18999,-25,0,55,25,0,121
-0.539903,0,5.51223,-99.9,-99.9,-1,-99.9,-99.9,-1
8.53516,0,-1.62913,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.9972,0,1.17661,-99.9,-99.9,-1,-99.9,-99.9,-1
8.33918,0,-1.35689,-25,0,14,25,0,40
-6.05507,0,-8.86091,-25,0,61,25,0,41
-20.2926,0,-8.70693,-99.9,-99.9,-1,-99.9,-99.9,-1
14.8969,0,7.65421,-25,0,107,25,0,198
10.486,0,-2.30189,-99.9,-99.9,-1,25,0,1
-10.6994,0,3.59706,-25,0,103,25,0,60
14.5641,0,-7.62397,-25,0,14,25,0,28
-21.6282,0,6.90369,-99.9,-99.9,-1,-99.9,-99.9,-1
12.5176,0,-8.96781,-25,0,1084,25,0,2362
-13.8338,0,7.47538,-25,0,57,25,0,24
-19.2261,0,8.41829,-25,0,29,25,0,11
-6.40756,0,-9.99664,-25,0,918,25,0,872
-3.98094,0,-9.48932,-25,0,26,25,0,14
2.44839,0,-0.713559,-25,0,13,25,0,18
-9.6627,0,6.02138,-25,0,95,25,0,65
12.2919,0,8.62047,-25,0,23,25,0,26
-17.6684,0,-1.39007,-25,0,12,25,0,4
-6.34135,0,-5.2863,-99.9,-99.9,-1,-99.9,-99.9,-1
5.49718,0,-8.92755,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.9653,0,-7.8758,-25,0,1360,25,0,582
-3.61353,0,-7.46165,-99.9,-99.9,-1,25,0,1
-3.43906,0,2.8998,-25,0,148,25,0,115
-21.0502,0,0.253101,-25,0,120,25,0,43
4.27889,0,-8.46954,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.1104,0,6.925,-99.9,-99.9,-1,25,0,1
-20.5614,0,-9.91537,-25,0,17,25,0,7
18.5125,0,2.46069,-25,0,633,25,0,3143
16.3635,0,-3.473,-25,0,179,25,0,417
-2.70976,0,-3.63518,-25,0,38,25,0,27
-21.4893,0,4.9196,-25,0,867,25,0,212
21.6491,0,-8.80213,-25,0,496,25,0,1047
10.8897,0,-2.04301,-25,0,539,25,0,902
-2.17817,0,3.43835,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.07786,0,-1.54876,-25,0,89,25,0,56
19.4576,0,-1.39563,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.6193,0,7.39887,-25,0,723,25,0,417
-14.6066,0,6.16757,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.5859,0,6.75884,-25,0,50,25,0,10
-0.3315,0,-2.88479,-25,0,255,25,0,211
8.05487,0,-8.45994,-99.9,-99.9,-1,-99.9,-99.9,-1
20.6638,0,7.08905,-25,0,39,25,0,174
-0.291149,0,-3.60682,-25,0,2,-99.9,-99.9,-1
4.98307,0,-7.71576,-25,0,281,25,0,341
-15.3046,0,-5.25115,-25,0,679,25,0,301
5.10366,0,2.69149,-25,0,170,25,0,252
1.6036,0,0.835271,-25,0,1,-99.9,-99.9,-1
-3.00095,0,9.09788,-99.9,-99.9,-1,-99.9,-99.9,-1
6.04612,0,-2.45126,-25,0,4,25,0,7
-16.9553,0,3.16444,-25,0,3,25,0,1
4.09757,0,-8.44953,-25,0,922,25,0,2178
-16.4947,0,6.10724,-25,0,794,25,0,347
8.20658,0,3.51806,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.8838,0,2.2049,-25,0,196,25,0,71
