vx,vy,vz,xpos0,ypos0,photons0,xpos1,ypos1,photons1
-1.90035,0,-7.7086,-25,0,2,-99.9,-99.9,-1
-17.9229,0,-2.52176,-25,0,266,25,0,68
-8.98335,0,-0.585413,-25,0,2,25,0,1
-18.1869,0,0.831215,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.96733,0,2.51567,-25,0,40,25,0,26
-10.1312,0,-8.0383,-25,0,62,25,0,35
16.6797,0,-2.25293,-25,0,150,25,0,678
19.248,0,-2.91096,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.82919,0,-9.72997,-25,0,31,25,0,16
20.7443,0,7.06977,-25,0,31,25,0,129
-4.42697,0,-8.22233,-25,0,1,-99.9,-99.9,-1
2.83133,0,-8.92255,-25,0,19,25,0,12
19.4117,0,-7.32719,-25,0,70,25,0,104
-21.0785,0,3.37974,-25,0,2,-99.9,-99.9,-1
7.5869,0,-9.8513,-25,0,596,25,0,708
-7.13388,0,7.67742,-25,0,16,25,0,12
10.7464,0,4.52973,-25,0,440,25,0,570
11.4175,0,-5.1693,-25,0,641,25,0,1179
-0.601747,0,9.4915,-99.9,-99.9,-1,25,0,1
-4.78765,0,-4.18731,-25,0,26,25,0,12
-15.913,0,5.38083,-25,0,30,25,0,13
-4.7614,0,-0.472546,-25,0,69,25,0,57
-4.63206,0,-6.45806,-99.9,-99.9,-1,-99.9,-99.9,-1
10.6576,0,-4.65893,-99.9,-99.9,-1,25,0,1
-14.928,0,-7.91615,-25,0,420,25,0,158
14.2828,0,9.68094,-25,0,1278,25,0,3463
-10.2738,0,1.55021,-25,0,67,25,0,57
3.20127,0,9.65347,-25,0,116,25,0,153
21.1795,0,-7.3892,-25,0,7,25,0,22
8.484,0,-1.19247,-25,0,201,25,0,284
-8.05759,0,9.9149,-25,0,51,25,0,41
1.0277,0,-9.16133,-25,0,8,25,0,16
21.0904,0,-7.65388,-25,0,487,25,0,1201
13.2117,0,-5.05743,-25,0,624,25,0,1316
15.3821,0,4.44982,-99.9,-99.9,-1,-99.9,-99.9,-1
17.0398,0,8.1222,-25,0,100,25,0,165
9.37579,0,-3.32397,-25,0,193,25,0,289
-20.5337,0,-2.45759,-25,0,71,25,0,28
-19.6316,0,3.08111,-25,0,399,25,0,79
14.111,0,-9.96187,-99.9,-99.9,-1,-99.9,-99.9,-1
9.69791,0,-0.861978,-25,0,1,-99.9,-99.9,-1
11.3107,0,-7.38237,-25,0,1,25,0,1
-12.1949,0,9.16843,-25,0,193,25,0,143
14.2103,0,2.48081,-25,0,22,25,0,46
14.8554,0,4.01667,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.918,0,-6.21452,-25,0,2,-99.9,-99.9,-1
-13.6693,0,9.4009,-25,0,1,-99.9,-99.9,-1
-16.9104,0,-3.75233,-25,0,786,25,0,320
18.101,0,7.50098,-25,0,25,25,0,74
-16.9641,0,6.99487,-99.9,-99.9,-1,25,0,1
-13.333,0,9.10661,-25,0,640,25,0,406
-5.56476,0,-2.93859,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.0476,0,9.87501,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.641,0,-3.37209,-25,0,1,25,0,1
7.67386,0,0.095106,-25,0,6,25,0,4
-15.4178,0,-8.46698,-99.9,-99.9,-1,-99.9,-99.9,-1
21.8027,0,-0.218485,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.033,0,5.64375,-25,0,151,25,0,51
16.7115,0,-7.49771,-25,0,17,25,0,24
5.69717,0,-0.791038,-99.9,-99.9,-1,-99.9,-99.9,-1
14.8965,0,-0.0761056,-25,0,1051,25,0,1884
15.9718,0,-3.59811,-25,0,202,25,0,630
-9.74941,0,-7.49536,-25,0,4,25,0,1
8.28622,0,7.2971,-99.9,-99.9,-1,25,0,1
13.1579,0,-3.1591,-99.9,-99.9,-1,25,0,1
-9.4923,0,-8.30602,-25,0,352,25,0,229
-17.6038,0,7.11603,-25,0,219,25,0,90
-9.08182,0,-7.95052,-25,0,717,25,0,446
-8.53961,0,5.02768,-25,0,1,25,0,1
5.05281,0,-7.88196,-25,0,234,25,0,258
-10.8556,0,-4.45813,-25,0,372,25,0,214
-10.9942,0,-8.44313,-25,0,1,25,0,2
-2.97519,0,6.99979,-99.9,-99.9,-1,-99.9,-99.9,-1
8.79814,0,-7.02443,-99.9,-99.9,-1,25,0,5
2.5002,0,4.60457,-25,0,38,25,0,45
2.95882,0,-2.0655,-25,0,478,25,0,449
-21.7267,0,9.37179,-25,0,335,25,0,45
15.9599,0,-8.05079,-99.9,-99.9,-1,25,0,6
17.3956,0,-1.33185,-25,0,86,25,0,229
5.15068,0,-2.38836,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.5872,0,4.94759,-99.9,-99.9,-1,-99.9,-99.9,-1
15.636,0,3.11196,-25,0,2,25,0,2
21.2431,0,-4.61465,-99.9,-99.9,-1,25,0,3
-21.1818,0,4.02004,-25,0,801,25,0,160
0.572403,0,-1.07864,-25,0,50,25,0,56
-12.292,0,8.19486,-25,0,2,25,0,1
2.98202,0,-1.0808,-25,0,416,25,0,445
6.63557,0,-3.7618,-25,0,413,25,0,544
7.1771,0,9.73932,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.0686,0,-2.54875,-25,0,62,25,0,19
8.36949,0,-4.63664,-25,0,2,25,0,1
0.549012,0,-7.48907,-99.9,-99.9,-1,25,0,1
8.26154,0,6.61316,-25,0,11,25,0,13
3.42648,0,-2.32035,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.67721,0,-1.96644,-99.9,-99.9,-1,-99.9,-99.9,-1
9.57927,0,-5.50391,-25,0,41,25,0,71
6.74059,0,-6.30634,-99.9,-99.9,-1,-99.9,-99.9,-1
12.6164,0,0.525631,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.7384,0,-3.63716,-25,0,19,25,0,5
-5.3539,0,-6.00318,-25,0,1,-99.9,-99.9,-1
12.5737,0,-9.55812,-25,0,1,-99.9,-99.9,-1
-9.05138,0,9.83143,-25,0,47,25,0,34
-14.7878,0,-9.36619,-25,0,1465,25,0,1193
-21.5523,0,2.52275,-25,0,138,25,0,32
6.38198,0,8.22605,-25,0,20,25,0,28
-11.8638,0,6.71654,-25,0,202,25,0,84
-0.685101,0,6.41136,-25,0,1,-99.9,-99.9,-1
-9.59521,0,8.95329,-25,0,41,25,0,22
-16.9186,0,5.56454,-25,0,194,25,0,80
-14.9681,0,-0.853311,-99.9,-99.9,-1,25,0,1
-9.3845,0,0.787258,-25,0,3,-99.9,-99.9,-1
7.23642,0,-0.980774,-25,0,169,25,0,205
-15.096,0,8.26816,-99.9,-99.9,-1,-99.9,-99.9,-1
6.1009,0,-3.81022,-25,0,247,25,0,369
-0.290121,0,-5.27572,-25,0,316,25,0,392
-13.1172,0,-8.41602,-25,0,57,25,0,30
21.4455,0,9.95702,-99.9,-99.9,-1,-99.9,-99.9,-1
17.3394,0,9.36434,-25,0,1,-99.9,-99.9,-1
13.0972,0,-7.34443,-25,0,164,25,0,316
7.20837,0,-8.24235,-25,0,1,25,0,2
-2.79504,0,-9.13192,-25,0,387,25,0,382
-21.9555,0,3.05235,-25,0,1405,25,0,305
15.6519,0,4.38657,-25,0,196,25,0,332
0.671408,0,0.687014,-25,0,144,25,0,136
-0.891919,0,0.236182,-25,0,1,-99.9,-99.9,-1
-6.50437,0,2.1103,-25,0,222,25,0,185
1.18092,0,5.75946,-25,0,268,25,0,248
-18.3582,0,2.55592,-25,0,295,25,0,92
4.82972,0,7.44665,-25,0,46,25,0,75
6.75993,0,3.29131,-25,0,85,25,0,124
6.77147,0,-9.12248,-25,0,840,25,0,845
-1.87517,0,7.44984,-25,0,49,25,0,42
-13.0287,0,5.78937,-99.9,-99.9,-1,25,0,1
14.3186,0,-2.0877,-25,0,5,25,0,10
17.0223,0,6.1256,-25,0,2,-99.9,-99.9,-1
19.6933,0,9.19594,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.6489,0,3.08613,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.2999,0,-8.46489,-25,0,1730,25,0,1010
4.31159,0,8.89803,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.52983,0,4.80767,-25,0,4,25,0,6
4.75274,0,-9.14476,-25,0,2,25,0,1
15.2998,0,-7.34279,-99.9,-99.9,-1,25,0,1
7.53975,0,9.07897,-99.9,-99.9,-1,25,0,1
15.7322,0,-7.39347,-25,0,338,25,0,661
-4.6623,0,-9.38427,-25,0,537,25,0,380
17.1764,0,-8.92327,-25,0,452,25,0,1559
12.7367,0,2.42673,-25,0,55,25,0,112
-15.8744,0,1.60165,-25,0,95,25,0,43
7.73276,0,6.17368,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.0871,0,9.88115,-25,0,38,25,0,22
8.75255,0,-0.441896,-25,0,362,25,0,552
3.67361,0,8.08463,-25,0,43,25,0,63
15.8127,0,0.852048,-25,0,293,25,0,538
4.58134,0,3.28561,-25,0,230,25,0,300
-17.5888,0,-4.53279,-25,0,2173,25,0,1179
-20.3712,0,-7.79091,-25,0,188,25,0,67
-15.7613,0,-9.80693,-25,0,761,25,0,457
2.2247,0,-8.66459,-25,0,59,25,0,65
21.673,0,-7.17335,-99.9,-99.9,-1,25,0,6
-13.994,0,0.221543,-25,0,7,25,0,3
5.9208,0,-6.37271,-25,0,1,-99.9,-99.9,-1
-21.0529,0,7.25464,-25,0,184,25,0,29
-11.4701,0,0.417338,-99.9,-99.9,-1,-99.9,-99.9,-1
7.88825,0,0.725697,-25,0,132,25,0,162
-9.98933,0,-4.44787,-99.9,-99.9,-1,-99.9,-99.9,-1
1.74475,0,-2.92924,-99.9,-99.9,-1,-99.9,-99.9,-1
14.223,0,-8.7484,-25,0,70,25,0,162
2.50252,0,-7.72585,-25,0,1,-99.9,-99.9,-1
-3.45267,0,-7.18189,-25,0,509,25,0,399
17.695,0,6.98021,-25,0,42,25,0,101
-20.5367,0,-2.17129,-25,0,2,-99.9,-99.9,-1
-2.16754,0,0.118147,-99.9,-99.9,-1,-99.9,-99.9,-1
4.92199,0,8.28861,-25,0,26,25,0,36
-3.81045,0,3.36155,-25,0,84,25,0,73
7.56634,0,-1.73101,-25,0,165,25,0,225
19.2363,0,2.66802,-25,0,328,25,0,1262
3.80869,0,4.87292,-25,0,84,25,0,73
-15.9685,0,-0.114955,-25,0,20,25,0,8
15.8483,0,2.98983,-25,0,306,25,0,561
16.9655,0,-2.78518,-25,0,580,25,0,1222
-12.6086,0,-2.70061,-99.9,-99.9,-1,-99.9,-99.9,-1
17.1983,0,-1.77713,-25,0,17,25,0,38
21.8831,0,2.96618,-25,0,18,25,0,81
-5.76656,0,8.58957,-25,0,29,25,0,24
-10.5369,0,8.12854,-25,0,154,25,0,91
21.7927,0,8.10287,-25,0,43,25,0,278
-4.94291,0,-4.90469,-25,0,50,25,0,40
3.74592,0,-7.00884,-99.9,-99.9,-1,25,0,1
-0.379706,0,6.77276,-25,0,12,25,0,9
-12.6164,0,7.813,-25,0,14,25,0,10
-9.44941,0,-4.06892,-25,0,597,25,0,376
-5.87212,0,1.63466,-99.9,-99.9,-1,25,0,2
-12.0759,0,-4.67203,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.92697,0,2.09158,-25,0,207,25,0,157
12.2945,0,-0.528362,-25,0,1,-99.9,-99.9,-1
-3.4682,0,-4.58934,-25,0,1240,25,0,747
9.83926,0,7.93986,-99.9,-99.9,-1,25,0,1
-19.0391,0,-4.97621,-25,0,34,25,0,5
19.5231,0,-8.83599,-25,0,272,25,0,569
-1.70652,0,2.9264,-25,0,107,25,0,103
7.15341,0,8.48024,-25,0,5,25,0,7
4.13932,0,2.11603,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.41852,0,5.32552,-25,0,6,25,0,4
-8.50208,0,-8.85616,-25,0,6,25,0,3
-19.1926,0,-5.74289,-25,0,1294,25,0,725
10.4102,0,-5.0125,-25,0,94,25,0,120
14.9077,0,-3.80363,-25,0,59,25,0,117
13.9121,0,5.19907,-25,0,244,25,0,427
-8.618,0,-3.59474,-25,0,1,25,0,1
19.6993,0,0.100457,-25,0,971,25,0,3500
-14.521,0,2.18745,-25,0,171,25,0,76
16.0338,0,7.9595,-25,0,31,25,0,36
11.6358,0,-6.84977,-25,0,867,25,0,2404
-20.4953,0,-0.805869,-25,0,19,25,0,9
-1.9201,0,-4.05826,-99.9,-99.9,-1,-99.9,-99.9,-1
2.06822,0,4.77486,-25,0,28,25,0,24
-11.554,0,7.95568,-25,0,73,25,0,31
6.0729,0,-3.81702,-25,0,89,25,0,128
-20.9461,0,4.75557,-25,0,149,25,0,42
-16.2223,0,-1.45449,-25,0,2,25,0,1
-8.36175,0,7.57604,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.2767,0,2.62562,-25,0,185,25,0,97
-12.0279,0,-6.37287,-25,0,44,25,0,29
5.52449,0,6.58531,-99.9,-99.9,-1,25,0,1
-10.5725,0,-1.29914,-25,0,6,25,0,4
-13.532,0,1.0671,-25,0,216,25,0,150
-14.1696,0,-1.93101,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.96821,0,5.95794,-25,0,187,25,0,117
21.1729,0,3.56837,-25,0,88,25,0,420
6.87381,0,0.162963,-25,0,7,25,0,10
17.5528,0,6.25711,-25,0,5,25,0,22
19.4764,0,-2.15123,-25,0,220,25,0,499
-17.5231,0,-2.99857,-25,0,1024,25,0,429
-3.9521,0,-5.26686,-25,0,9,25,0,10
15.5347,0,-3.09121,-25,0,492,25,0,968
-11.8453,0,-1.0468,-25,0,8,-99.9,-99.9,-1
-13.306,0,3.49777,-25,0,302,25,0,195
-5.25107,0,-7.10612,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.2814,0,-6.67736,-25,0,199,25,0,65
21.5735,0,-4.16734,-25,0,52,25,0,126
17.5874,0,-7.54368,-25,0,245,25,0,544
15.0046,0,4.37696,-25,0,286,25,0,447
-15.4022,0,-0.272956,-25,0,2,25,0,1
16.0175,0,-9.32587,-25,0,424,25,0,1309
-16.3516,0,-2.75959,-25,0,299,25,0,156
-12.3011,0,0.815998,-25,0,1,-99.9,-99.9,-1
-5.64836,0,8.8212,-25,0,262,25,0,249
2.88349,0,-1.51844,-25,0,28,25,0,18
15.8966,0,6.1052,-99.9,-99.9,-1,25,0,2
-21.777,0,2.7705,-25,0,203,25,0,35
16.3474,0,4.52987,-25,0,117,25,0,223
-0.340296,0,5.36879,-25,0,9,25,0,10
21.8174,0,-4.14818,-25,0,285,25,0,942
7.40462,0,0.0662889,-99.9,-99.9,-1,25,0,1
2.10981,0,-5.21475,-25,0,842,25,0,795
17.3513,0,5.91251,-25,0,22,25,0,52
13.8369,0,4.58348,-25,0,264,25,0,566
18.2825,0,2.95364,-25,0,413,25,0,1453
18.4755,0,8.61434,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.83267,0,4.35242,-99.9,-99.9,-1,25,0,1
17.0066,0,8.74976,-25,0,44,25,0,93
12.9364,0,4.37848,-99.9,-99.9,-1,25,0,1
-5.90786,0,7.21435,-99.9,-99.9,-1,25,0,1
-1.55369,0,9.20006,-99.9,-99.9,-1,-99.9,-99.9,-1
14.4694,0,-3.6595,-25,0,258,25,0,455
20.2483,0,-5.24192,-25,0,279,25,0,748
16.5277,0,-5.44135,-25,0,157,25,0,394
-15.1856,0,6.16171,-25,0,10,25,0,8
0.524438,0,4.27403,-25,0,942,25,0,907
19.8362,0,-4.57091,-25,0,233,25,0,659
-20.618,0,-5.8349,-25,0,3,-99.9,-99.9,-1
-17.7324,0,5.66709,-25,0,166,25,0,66
2.1948,0,-3.07113,-25,0,1253,25,0,1430
-7.19358,0,-5.44936,-25,0,196,25,0,155
8.88958,0,-7.95874,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.48281,0,4.35047,-25,0,67,25,0,51
19.5263,0,-8.4607,-99.9,-99.9,-1,-99.9,-99.9,-1
3.55544,0,2.40174,-25,0,1758,25,0,1318
4.32982,0,-1.55986,-25,0,2,-99.9,-99.9,-1
4.01555,0,5.79736,-25,0,87,25,0,104
5.96259,0,9.02866,-25,0,76,25,0,81
12.9663,0,-0.365839,-99.9,-99.9,-1,25,0,1
9.142,0,2.00312,-25,0,4,25,0,3
4.05305,0,-6.01944,-25,0,997,25,0,1313
-16.3908,0,-9.73286,-25,0,110,25,0,52
1.59791,0,-3.62932,-99.9,-99.9,-1,-99.9,-99.9,-1
4.64025,0,4.19475,-25,0,342,25,0,355
-13.5904,0,-9.23917,-25,0,200,25,0,101
-14.6736,0,-6.63385,-99.9,-99.9,-1,25,0,1
4.06436,0,5.91426,-99.9,-99.9,-1,25,0,1
10.3784,0,3.76951,-25,0,111,25,0,192
-14.1327,0,-1.52145,-25,0,596,25,0,212
-1.51399,0,9.31566,-25,0,19,25,0,22
-19.108,0,9.48747,-25,0,1,-99.9,-99.9,-1
21.2333,0,-7.5396,-99.9,-99.9,-1,-99.9,-99.9,-1
4.74248,0,-4.49866,-25,0,106,25,0,140
-4.39421,0,-1.10608,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.60479,0,6.99878,-25,0,53,25,0,54
-15.4448,0,-9.61743,-25,0,320,25,0,117
2.2364,0,6.68057,-25,0,62,25,0,63
-21.3468,0,0.386735,-25,0,523,25,0,126
3.50102,0,-1.48258,-99.9,-99.9,-1,-99.9,-99.9,-1
11.9368,0,3.53067,-25,0,635,25,0,1094
4.59466,0,-7.65432,-99.9,-99.9,-1,25,0,1
8.35049,0,-5.15304,-25,0,1,25,0,1
16.6215,0,9.9443,-25,0,20,25,0,28
-8.87888,0,5.96154,-25,0,1,25,0,1
5.02055,0,-7.5526,-25,0,16,25,0,20
-20.8308,0,-4.69928,-25,0,97,25,0,28
-15.9738,0,7.93044,-25,0,126,25,0,66
-13.9976,0,8.34709,-25,0,669,25,0,403
-19.2814,0,4.29016,-25,0,1,25,0,1
-7.52625,0,-4.52547,-99.9,-99.9,-1,25,0,1
19.5233,0,-4.12401,-25,0,258,25,0,662
-5.65134,0,-9.46076,-25,0,1,-99.9,-99.9,-1
-2.50057,0,2.0495,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.7191,0,4.74315,-25,0,534,25,0,348
13.3546,0,-9.58261,-25,0,48,25,0,117
-10.4249,0,7.96358,-25,0,2,-99.9,-99.9,-1
-7.62785,0,-4.31369,-99.9,-99.9,-1,-99.9,-99.9,-1
14.0667,0,-8.72633,-99.9,-99.9,-1,-99.9,-99.9,-1
18.9936,0,9.76529,-99.9,-99.9,-1,25,0,2
8.56857,0,4.67645,-99.9,-99.9,-1,25,0,1
21.9804,0,-5.55956,-99.9,-99.9,-1,25,0,4
-6.79027,0,1.64877,-25,0,380,25,0,300
12.1569,0,5.20391,-25,0,77,25,0,123
17.2497,0,-5.32228,-99.9,-99.9,-1,-99.9,-99.9,-1
17.9025,0,6.84305,-25,0,164,25,0,422
1.32957,0,4.87796,-25,0,5,25,0,7
7.24725,0,-8.41099,-25,0,695,25,0,1149
10.9096,0,7.05956,-25,0,85,25,0,96
3.35908,0,-6.92911,-25,0,459,25,0,517
10.8253,0,0.814621,-25,0,60,25,0,71
13.5601,0,-1.35427,-25,0,28,25,0,56
12.1652,0,-3.06383,-25,0,16,25,0,47
6.30569,0,-9.67154,-99.9,-99.9,-1,25,0,3
-13.1444,0,6.79189,-25,0,174,25,0,97
-10.449,0,8.96525,-25,0,17,25,0,11
-15.7433,0,-8.17795,-99.9,-99.9,-1,25,0,1
19.1554,0,6.30623,-99.9,-99.9,-1,25,0,1
13.6377,0,-3.69266,-25,0,69,25,0,123
-3.16218,0,1.05893,-25,0,179,25,0,157
21.444,0,9.26458,-25,0,11,25,0,58
-4.25212,0,-6.48196,-99.9,-99.9,-1,25,0,1
-0.590036,0,-6.48992,-99.9,-99.9,-1,25,0,1
17.5009,0,-8.8486,-25,0,758,25,0,1760
19.7491,0,7.89697,-25,0,22,25,0,60
-4.86544,0,-8.26659,-25,0,544,25,0,394
-1.76055,0,-3.95471,-99.9,-99.9,-1,25,0,2
19.5904,0,0.459874,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.28351,0,-3.45717,-25,0,488,25,0,335
-19.1242,0,4.0017,-25,0,203,25,0,57
20.8395,0,2.2888,-25,0,147,25,0,640
-11.0629,0,7.82296,-25,0,91,25,0,54
3.66023,0,-4.72538,-25,0,239,25,0,236
-14.2142,0,-9.04633,-25,0,184,25,0,88
-13.7488,0,6.33702,-25,0,68,25,0,44
7.42713,0,6.41964,-25,0,59,25,0,67
-5.41994,0,-0.532571,-25,0,80,25,0,65
3.14985,0,3.78175,-25,0,2,25,0,1
10.43,0,8.59171,-25,0,317,25,0,477
-21.6333,0,3.62492,-25,0,155,25,0,30
18.044,0,-4.1011,-25,0,65,25,0,162
-17.741,0,-8.43982,-25,0,1,-99.9,-99.9,-1
16.9379,0,6.19023,-25,0,19,25,0,19
5.67498,0,5.73003,-25,0,540,25,0,617
1.79891,0,5.84211,-25,0,189,25,0,228
-4.63664,0,6.44673,-25,0,380,25,0,308
9.62513,0,3.41329,-25,0,247,25,0,352
15.4051,0,4.90784,-25,0,74,25,0,119
-3.26531,0,5.29716,-25,0,24,25,0,29
-4.5402,0,-6.95949,-25,0,426,25,0,300
15.6256,0,0.578942,-25,0,951,25,0,1395
-18.4166,0,-5.96101,-25,0,21,25,0,9
5.41524,0,0.949366,-25,0,1,25,0,1
18.3421,0,7.05585,-25,0,41,25,0,121
11.2566,0,7.69908,-25,0,14,25,0,35
14.9606,0,-4.53254,-25,0,3,25,0,3
-4.6968,0,-0.879702,-25,0,34,25,0,32
-15.7849,0,6.65165,-99.9,-99.9,-1,25,0,1
-8.08788,0,1.30042,-25,0,34,25,0,35
-0.756588,0,-1.77745,-25,0,290,25,0,272
20.4271,0,6.083,-25,0,49,25,0,97
-0.634861,0,1.76491,-25,0,11,25,0,10
-1.61975,0,5.26676,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.7202,0,-8.72716,-25,0,1737,25,0,1073
-4.72941,0,-4.30435,-99.9,-99.9,-1,-99.9,-99.9,-1
13.3082,0,5.59411,-25,0,26,25,0,29
5.18268,0,-6.34434,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.39962,0,-2.22799,-25,0,9,25,0,6
3.08788,0,-7.18964,-99.9,-99.9,-1,-99.9,-99.9,-1
10.3339,0,-0.298911,-25,0,377,25,0,608
-18.4417,0,1.64595,-25,0,30,25,0,10
18.2129,0,-6.90865,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.5421,0,0.522714,-25,0,5,25,0,1
-6.67588,0,1.84041,-99.9,-99.9,-1,25,0,1
12.9282,0,1.32135,-25,0,127,25,0,248
-6.48497,0,-1.11554,-25,0,8,25,0,5
-0.411993,0,-8.57029,-25,0,1295,25,0,1233
-12.8839,0,5.24217,-25,0,55,25,0,34
11.5123,0,9.23253,-25,0,6,25,0,15
11.5968,0,7.91531,-25,0,56,25,0,129
-14.4954,0,-6.22106,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.065,0,0.451616,-25,0,740,25,0,500
20.6129,0,0.43346,-99.9,-99.9,-1,25,0,1
-10.1916,0,9.37559,-25,0,2,25,0,1
15.2927,0,0.887469,-99.9,-99.9,-1,25,0,1
18.0198,0,6.26959,-25,0,190,25,0,317
8.58475,0,-3.13952,-99.9,-99.9,-1,-99.9,-99.9,-1
19.9149,0,9.09981,-25,0,190,25,0,563
10.6056,0,7.91735,-25,0,46,25,0,74
19.7553,0,9.47536,-99.9,-99.9,-1,25,0,2
20.2794,0,2.32159,-25,0,333,25,0,1153
4.26739,0,1.49476,-99.9,-99.9,-1,-99.9,-99.9,-1
7.36868,0,-9.53534,-25,0,1,-99.9,-99.9,-1
-13.2483,0,9.24091,-25,0,4,-99.9,-99.9,-1
-17.6793,0,5.99464,-25,0,1115,25,0,350
-2.52029,0,7.72282,-25,0,54,25,0,28
-15.6662,0,7.48735,-25,0,1,-99.9,-99.9,-1
-7.95405,0,-2.18734,-25,0,262,25,0,147
-3.69834,0,-5.65137,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.50735,0,-7.70701,-25,0,426,25,0,222
16.515,0,-7.85828,-25,0,1,25,0,1
0.715241,0,-4.39471,-25,0,230,25,0,233
-17.0693,0,-1.10041,-99.9,-99.9,-1,-99.9,-99.9,-1
11.3951,0,-4.51802,-25,0,129,25,0,221
8.15246,0,5.82091,-25,0,372,25,0,526
5.50108,0,1.36538,-25,0,1,-99.9,-99.9,-1
-13.2227,0,-0.868337,-25,0,1334,25,0,776
-11.2451,0,7.99413,-25,0,24,25,0,13
-17.1916,0,6.54859,-25,0,390,25,0,149
8.84553,0,-0.628427,-25,0,1,25,0,1
16.2528,0,8.25828,-99.9,-99.9,-1,-99.9,-99.9,-1
1.25154,0,-5.54605,-99.9,-99.9,-1,-99.9,-99.9,-1
15.4787,0,3.1395,-25,0,2,25,0,1
-10.0714,0,-0.696441,-99.9,-99.9,-1,25,0,1
15.1685,0,0.355342,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.9078,0,-1.84062,-25,0,575,25,0,171
-9.83129,0,6.7233,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.7909,0,2.70152,-25,0,1553,25,0,349
17.5757,0,4.29232,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.37569,0,4.02619,-25,0,225,25,0,230
-14.0927,0,-0.838172,-25,0,1421,25,0,333
-0.198988,0,-3.54822,-25,0,192,25,0,181
-20.2757,0,5.20485,-25,0,206,25,0,46
-7.13464,0,-6.63022,-25,0,332,25,0,338
7.50812,0,6.68062,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.166669,0,9.66974,-25,0,21,25,0,19
-8.32465,0,9.91759,-99.9,-99.9,-1,-99.9,-99.9,-1
20.225,0,-2.37659,-25,0,167,25,0,720
12.4427,0,7.91891,-99.9,-99.9,-1,-99.9,-99.9,-1
12.4511,0,-3.2041,-25,0,974,25,0,1103
-2.41539,0,-7.62711,-25,0,137,25,0,123
9.85855,0,-8.07953,-99.9,-99.9,-1,-99.9,-99.9,-1
8.10439,0,2.61625,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.0534855,0,5.23757,-25,0,28,25,0,45
-0.53974,0,-2.60297,-25,0,1,-99.9,-99.9,-1
9.10901,0,-8.63272,-25,0,130,25,0,202
-11.181,0,-4.5249,-25,0,8,25,0,5
8.38505,0,4.41618,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.5089,0,6.15337,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.8444,0,-1.36008,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.9303,0,-2.33021,-25,0,345,25,0,209
-14.4722,0,9.7938,-99.9,-99.9,-1,-99.9,-99.9,-1
4.27753,0,3.61295,-99.9,-99.9,-1,-99.9,-99.9,-1
3.27866,0,7.70944,-25,0,1,-99.9,-99.9,-1
-6.23904,0,2.18693,-25,0,2,25,0,1
-10.6894,0,1.77114,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.7443,0,8.37679,-25,0,30,25,0,18
18.637,0,-8.10178,-25,0,203,25,0,508
-17.3429,0,9.39082,-25,0,552,25,0,285
-21.4325,0,1.34423,-25,0,7,25,0,5
-12.7555,0,-2.303,-99.9,-99.9,-1,-99.9,-99.9,-1
19.3067,0,-1.97356,-25,0,165,25,0,655
-9.71499,0,3.18149,-25,0,1,25,0,2
2.25615,0,-3.31838,-25,0,515,25,0,524
4.81664,0,-8.1604,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.85077,0,2.09052,-25,0,458,25,0,415
-15.3406,0,-0.167827,-99.9,-99.9,-1,-99.9,-99.9,-1
1.96325,0,4.59599,-25,0,10,25,0,10
